,song title,lyrics,artist,genre
10,Master Blaster (Jammin’),"[Verse 1]
Everyone's feeling pretty
It's hotter than July
Though the world's full of problems
They couldn't touch us even if they tried
From the park I hear rhythms
Marley's hot on the box
Tonight there will be a party
On the corner at the end of the block

[Chorus]
Didn't know you
Would be jamming until the break of dawn
I bet nobody ever told you that you
Would be jamming until the break of dawn
You would be jamming and jamming and jamming, jam on

[Verse 2]
They want us to join their fighting
But our answer today
Is to let all our worries
Like the breeze through our fingers slip away
Peace has come to Zimbabwe
Third World's right on the one
Now's the time for celebration
Because we've only just begun

[Chorus]
Didn't know you
Would be jamming until the break of dawn
I bet you nobody ever told you that you
Would be jamming until the break of dawn
I bet you nobody ever told you that you
(We're in the middle of the makin's of the master blaster jammin')
You would be jammin' until the break of dawn
I know nobody told you that you
(We're in the middle of the makin's of the master blaster jammin')
Would be jammin' until the the break of dawn
We're jammin', jammin', jammin' jam on

[Verse 3]
You ask me am I happy
Well as matter of fact
I can say that I'm ecstatic
Because we all just made a pact
We've agreed to get together
Joined as children in Jah
When you're moving in the positive
Your destination is the brightest star

[Chorus]
You didn't know that you
(We're in the middle of the makin's of the master blaster jammin')
Would be jammin' until the break of dawn
I bet you nobody ever told you that you
(We're in the middle of the makin's of the master blaster jammin')
Would be jammin' until the break of dawn
Oh, Oh, Oh, Oh, Oh, you
(We're in the middle of the makin's of the master blaster jammin')
Would be jammin' until the break of dawn
Don't you stop the music, oh no
(We're in the middle of the makin's of the master blaster jammin')
Na, na na...
(We're in the middle of the makin's of the master blaster jammin')
Nobody told you Oh, Oh, Oh, you
(We're in the middle of the makin's of the master blaster jammin')
Would be jammin' until the break of dawn
I bet you if someone approached you
(We're in the middle of the makin's of the master blaster jammin')
Yesterday to tell you that you would be jammin' you would not believe it because you never thought that you would be jammin'
Oh, Oh, Oh, Oh
(We're in the middle of the makin's of the master blaster jammin')
Jammin' 'til the break of dawn
Oh, Oh, Oh, You may as well believe what you are feeling
(We're in the middle of the makin's of the master blaster jammin')
Because you feel your body jammin'
(We're in the middle of the makin's of the master blaster jammin')
Oh, Oh, you would be jammin' until the break of dawn
(We're in the middle of the makin's of the master blaster jammin')
(We're in the middle of the makin's of the master blaster jammin')",Stevie Wonder,Soul
11,Ribbon in the Sky,"[Verse 1]
Oh so long for this night I prayed
That a star would guide you my way
To share with me this special day
Where a ribbon's in the sky for our love
If allowed may I touch your hand
And if pleased may I once again
So that you too will understand
There's a ribbon in the sky for our love

[Chorus]
Do...Do
Do Do Do Do Do
HMM HMM

[Verse 2]
This is not a coincidence
And far more than a lucky chance
But what is that was always meant
Is our ribbon in the sky for our love, love
We can't lose with God on our side
We'll find strength in each tear we cry
From now on it will be you and I
And our ribbon in the sky
Ribbon in the sky
A ribbon in the sky for our love

[Chorus]
Do...Do
Do Do Do Do Do
HMM HMM

[Outro]
There's a ribbon in the sky for our love",Stevie Wonder,Soul
12,All I Do,"[Verse 1]
You made my soul a burning fire
You're getting to be my one desire
You're getting to be all that matters to me
And let me tell you girl
I hope and pray each day I live
A little more love I'll have to give
A little more love that's devoted and true
Cause all I do is think about you

[Hook]
All I do, is think about you (thinking about you, baby)
All I do, is think about you

[Verse 2]
Baby just suppose I should happen to cross your mind
And by some chance a boy like me you're really been trying to find
Well let me tell you girl
Think of how exciting it would be
If you should discover you feel like me
If you should discover this dream is for two
We'll I'm gonna tell you girl
I'd light a candle every day
And pray that you'll always feel this way
And pray that our love will forever be new
Cause all I do is think about you

[Hook]
All I do, is think about you (I think about you)
All I do, is think about you

[Verse 3]
Gonna tell you girl
I'd light a candle every day
And pray that you'll always feel this way
And pray that our love will forever be new
I'm gonna tell you girl
If I cannot have you for my own
I'd rather be lonely and all alone
I'd rather keep thinking the way that I do
Cause all I do is think about you

[Hook]
All I do, is think about you
All I do, is think about you
(Think about you baby)
All I do, is think about you
(Think about you baby)
All I do, is think about you
(All I do, is think about you baby)
All I do, is think about you
(Think about you baby)
All I do, is think about you
(Baby, baby)

[Bridge]
I'm thinking baby, 'bout you baby
I'm thinking baby, 'bout you baby
I'm thinking baby, 'give it to me baby
I'm thinking baby, 'bout you baby

[Hook]
All I do, is think about you
All I do, is think about you
(Think about you baby)


[Ad-libs]
All I do, is think about you
Can't you feel the fire burning?
Can't you feel the birds humming? (All I do, is think about you)
Can't you feel my love flowing? (All I do, is think about you)
Can't you see my love growing?
All I do, is think about you",Stevie Wonder,Soul
13,Faith,"[Verse 1]
See the girl with the diamonds in her shoes? Yeah
She walks around like she's got nothin' to lose
Yeah, she's a go-getter, she's everybody's type
She's a queen of the city but she don't believe the hype
She's got her own elevation, holy motivation
So I wrote some letters out in big bold type

[Chorus]
I got faith in you, baby
I got faith in you now
And you've been such a, such a good friend to me
Know that I love you somehow
I met you, hallelujah, I got faith

[Verse 2]
See the boy with the Stevie Wonder swag?
Ain't got a clue all the magic that he has
He's a go-getter, he's everybody's type
I'mma make it my mission, make him feel alright
He's a twelve on a ten point, rockin' out to his joint
Just say the word 'cause I could sing all night

[Chorus]
I got faith in you, baby
I got faith in you now
And you've been such a, such a good friend to me
Know that I love you somehow
I met you, hallelujah, I got faith

[Bridge]
Faith
Yes I do, mmm
I get around ya and my mind goes crazy
I think about you mornin', noon, night and day
I get around ya and my mind goes crazy
I think about you mornin', noon, night and day
I get around you and my mind goes crazy
I think about you mornin', noon, night and day
I got faith in you, honey
I got faith in you, girl
I met you, hallelujah

[Chorus]
I got faith in you, baby
I got faith in you now
And you've been such a, such a good friend to me
Know that I love you somehow (love you somehow)
I met you, hallelujah, I got faith
(Faith, faith, baby)
I got faith in you, baby
I got faith in you now
And you've been such a, such a good friend to me
Know that I love you somehow (yes I do)
I met you, hallelujah
I met you, hallelujah
I met you, hallelujah, I got faith",Stevie Wonder,Soul
14,Overjoyed,"[Verse 1]
Over time, I've been building my castle of love
Just for two, though you never knew you were my reason
I've gone much too far for you now to say
That I've got to throw my castle away
Over dreams, I have picked out a perfect come true
Though you never knew it was of you I've been dreaming
The sandman has come from too far away
For you to say come back some other day

[Chorus]
And though you don't believe that they do
They do come true
For did my dreams
Come true when I looked at you
And maybe too, if you would believe
You too might be
Overjoyed, over loved, over me

[Verse 2]
Over hearts, I have painfully turned every stone
Just to find, I had found what I've searched to discover
I've come much too far for me now to find
The love that I've sought can never be mine

[Chorus]
And though you don't believe that they do
They do come true
For did my dreams
Come true when I looked at you
And maybe too, if you would believe
You too might be
Overjoyed, over loved, over me

[Outro]
And though the odds say improbable
What do they know
For in romance
All true love needs is a chance
And maybe with a chance you will find
You too like I
Overjoyed, over loved, over you
Over you",Stevie Wonder,Soul
15,My Cherie Amour,"[Chorus]
La la la la la la
La la la la la la

[Verse 1]
My cherie amour, lovely as a summer day
My cherie amour, distant as the milky way
My cherie amour, pretty little one that I adore
You're the only girl my heart beats for
How I wish that you were mine
In a cafe or sometimes on a crowded street
I've been near you, but you never noticed me
My cherie amour, won't you tell me how could you ignore
That behind that little smile I wore
How I wish that you were mine

[Chorus]
La la la la la la
La la la la la la

[Verse 2]
Maybe someday, you'll see my face among the crowd
Maybe someday, I'll share your little distant cloud
Oh, cherie amour, pretty little one that I adore
You're the only girl my heart beats for
How I wish that you were mine

[Chorus]
La la la la la la
La la la la la la",Stevie Wonder,Soul
16,Part-Time Lover,"[Verse 1]
Call up, ring once, hang up the phone
To let me know you made it home
Don't want nothing to be wrong with part-time lover
If she's with me, I'll blink the lights
To let you know tonight's the night
For me and you, my part-time lover

[Chorus]
We are undercover passion on the run
Chasing love up against the sun
We are strangers by day, lovers by night
Knowing it's so wrong, but feeling so right

[Verse 2]
If I'm with friends and we should meet
Just pass me by, don't even speak
Know the word's ""discreet"" with part-time lovers
But if there's some emergency
Have a male friend to ask for me
So then she won't peek it's really you my part-time lover

[Chorus]
We are undercover passion on the run
Chasing love up against the sun
We are strangers by day, lovers by night
Knowing it's so wrong, but feeling so right

[Bridge]
Da-da-da-da-da-da, da-da-da-da-da, da-da-da-da-pa-da-da-da
(Part-time lovers)
De-hee, da-pa-da-da-da-da, dadadadadadada, pa-da-da-da, pa-pa-da-pa-pa-pa-pa-da-da-da
(Part-time lovers)

[Chorus]
We are undercover passion on the run, yeah
Chasing love up against the sun
We are strangers by day, lovers by night
Knowing it's so wrong, but feeling so right

[Verse 3]
I've got something that I must tell
Last night someone rang our doorbell
And it was not you, my part-time lover
And then a man called our exchange
But didn't want to leave his name
I guess that two can play the game
Of part-time lovers
You and me, part-time lovers
But, she and he, part-time lovers

[Outro]
*Scatting*
(Part-time lovers)
*Scatting*
(Part-time lovers)
*Scatting*
(Part-time lovers)
*Scatting*
(Part-time lovers)
*Scatting*
(Part-time lovers)
*Scatting*
(Part-time lovers)",Stevie Wonder,Soul
17,Love’s in Need of Love Today,"[Verse 1]
Good morn' or evening friends
Here's your friendly announcer
I have serious news to pass on to everybody
What I'm about to say
Could mean the world's disaster
Could change your joy and laughter
To tears and pain

[Chorus]
It's that
Love's in need of love today
Don't delay
Send yours in right away
Hate's goin' round
Breaking many hearts
Stop it please
Before it's gone too far
Yeah

[Vocal hook]
Woah
Woah

[Verse 2]
The force of evil plans
To make you its possession
And it will if we let it
Destroy everybody
We all must take
Precautionary measures
If love and peace you treasure
Then you'll hear me when I say

[Chorus]
Oh that
Love's in need of love today (Love's in need of love today)
Don't delay (Don't delay)
Send yours in right away (Right away)
Hate's goin' round (Hate's goin' round)
Breaking many hearts (Breaking hearts)
Stop it please (Stop it please)
Before it's gone too far (Gone too far)

People you know that
Love's in need of love today (Love's in need of love today)
Don't delay (Don't delay)
Send yours in right away (Right away)
You know that hate's goin' round (Hate's goin' round)
Breaking many hearts (Breaking hearts)
Stop, stop it please (Stop it please)
Before it's gone too far (Gone too far)

It's up to you cause
Love's in need of love today (Love's in need of love today)
Don't delay (Don't delay)
Send yours in right away (Right away)
You know that hate's, hate's goin' round (Hate's goin' round)
Breaking, hate's tried to break my heart many times (Breaking hearts)
Don't, you've got to stop it please (Stop it please)
Before, before, before (Gone too far)

Love's in need of love today (Love's in need of love today)
Don't delay (Don't delay)
Send yours in right away (Right away)
You know that hate's goin' around, hate's goin' round (Hate's goin' round)
And it tried, breaking up many hearts (Breaking hearts)
You've got to, I've got to, They've got to, We've got to, They've got to, We've got to (Stop it please)
Stop it before it's gone too far (Gone too far)

Love's, love's in need of love (Love's in need of love today)
Did you ever think that love would be in need of love today
Don't delay (Don't delay)
Send yours in right away (Right away)
Hate's hate (Hate's goin' round)
Bring it down a little
Love is very peaceful (Breaking hearts)
So bring it down a little (Stop it please)
(Gone too far)

(Love's in need of love today)
(Don't delay)
(Right away, away)
(Love's in need of love today)
(Don't delay)
(Right away, away)
(Hate's going round)
(Breaking hearts)
Well, please stop it (Stop it please)
L-O-V-E love (Gone too far)

L-O-V-E love (Love's in need of love today)
(Don't delay)
(Right away)
Just give the world love",Stevie Wonder,Soul
18,For Once in My Life,"For once in my life I have someone who needs me
Someone I've needed so long
For once, unafraid, I can go where life leads me
And somehow I know I'll be strong

For once I can touch what my heart used to dream of
Long before I knew
Someone warm like you
Would make my dreams come true

For once in my life I won't let sorrow hurt me
Not like it's hurt me before
For once, I have something I know won't desert me
I'm not alone anymore

For once, I can say, this is mine, you can't take it
As long as I know I have love, I can make it
For once in my life, I have someone who needs me
Someone who needs me

Hey, hey, hey, hey yeah
Oh, I'm in love, baby

[Harmonica solo]

For once in my life I won't let sorrow hurt me
Not like it's hurt me before
For once, I have something I know won't desert me
I'm not alone anymore
For once, I can say, this is mine, you can't take it
As long as I know I have love, I can make it
For once in my life, I have someone who needs me

Someone who needs me
For once in my life
Somebody that needs me
For once in my life",Stevie Wonder,Soul
19,Do I Do,"[Verse 1]
When I see you on the street
My whole body gets weak
When you're standing in a crowd
Your love talks to me so loud

[Refrain]
Girl, do I do
What you do
When I do my love to you?

[Verse 2]
When I hear you on the phone
Your sweet, sexy voice turns my ear all the way on
Just the mention of your name
Seems to drive my head insane

[Refrain]
Girl, do I do
What you do
When I do my love to you?
Baby

[Chorus]
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
My life has been waiting for your love
My arms have been waiting for your love to arrive
My heart has been waiting
My soul anticipating your love, love, love

[Verse 3]
From the time that I awake
I'm imagining the good love that we'll make
If to me your vibe can do all this
Just imagine how it's going to feel when we hug and kiss

[Refrain]
Sugar, do I do
What you do
When I do my love to you?
Alright

[Chorus]
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
My life has been waiting for your love
My arms have been waiting for your love to arrive
My heart has been waiting
My soul anticipating your love, your love, your love

Ladies and gentlemen
I have the pleasure to present on my album
Mr. Dizzy Gillespie...Blow!
Blow, blow, blow, blow, blow, blow!

[Refrain]
Do I do
What you do
When I do my love to you?

[Chorus]
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
My life has been waiting for your love
My arms have been waiting for your love to arrive
My heart has been waiting
My soul anticipating your love, your love, your love, love, love, love, love, love, love, love

[Verse 4]
Oh, I don't care how long it might take
Cause I know the woman for me, you I'll make
And I will not deny myself the chance
Of being part of what feels like the right romance

[Refrain]
Girl, do I do
What you do
When I do my love to you?
Oh, yeah

Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you

[Bridge]
Girl, I've got some chocolate kisses for your loving, baby
Oh, yeah
Do you want some candy?
Do you want some honeysuckle?
Do you want some chocolate dripping kisses full of love for you?
Girl, if you felt everything you heard me say
Turn your feelings in your heart back to me right away
And I'll get it

[Refrain]
Do I do (Do I do)
What you do (What you do)
When I do my love to you?
Do I do (Do I do)
What you do (What you do)
When I do my love to you?
Do I do (Do I do)
What you do (What you do)
When I do my love to you?
Do I do (do I do)
What you do (what you do)
When I do my love
Nate!

[Outro]
I know the record's about to end
But we're just going to play and play until it goes away
So, if you don’t like the groove you can turn the record off
It won't cost you nothing but a penny and you'll have a cough
I know I cannot rhyme cause I ain't like a friend of mine
But I ha ha ha ha h-ha ha ha
[scatting]
Now everybody's talking about the jive is in
[scatting]
Well, I know I've got something for your body
[scatting]
Cause I
[scatting]
Earl! Earl!
Earl's playing by himself, man
Earl's playing by himself, man
Earl's playing by himself
Earl's playing by himself, man
Dennis playing by himself, man
Five, four, three, two",Stevie Wonder,Soul
20,Knocks Me Off My Feet,"[Verse 1]
I see us in the park
Strolling the summer days of imaginings in my head
And words from our hearts
Told only to the wind felt even without being said
I don't want to bore you with my trouble
But there's sumptin' about your love
That makes me weak and
Knocks me off my feet

[Pre-Chorus]
There's sumptin' about your love
That makes me weak and
Knocks me off my feet
Knocks me off my feet

[Chorus]
I don't want to bore you with it
Oh but I love you, I love you, I love you
I don't want to bore you with it
Oh but I love you, I love you, I love you
More and more

[Verse 2]
We lay beneath the stars
Under a lovers tree that's seen through the eyes of my mind
I reach out for the part
Of me that lives in you that only our two hearts can find
But I don't want to bore you with my trouble
But there's sumptin' about your love
That makes me weak and
Knocks me off my feet

[Pre-Chorus]
There's sumptin' about your love
That makes me weak and
Knocks me off my feet
Knocks me off my feet

[Chorus]
I don't want to bore you with it
Oh but I love you, I love you, I love you
I don't want to bore you with it
Oh but I love you, I love you, I love you

I don't want to bore you with it
Oh but I love you, I love you, I love you
Darling I don't want to bore you with it
Oh but I love you, I love you, I love you

I don't want to bore you with it
Oh but I love you, I love you, I love you
Darling I don't want to bore you with it
Oh but I love you, I love you, I love you",Stevie Wonder,Soul
21,Pastime Paradise,"[Chorus]
They've been spending most their lives
Living in a pastime paradise
They've been spending most their lives
Living in a pastime paradise
They've been wasting most of their time
Glorifying days long gone behind
They've been wasting most their days
In remembrance of ignorance oldest praise

[Bridge]
Tell me who of them will come to be?
How many of them are you and me?

[Verse 1]
Dissipation of race relations
Consolation
Segregation
Dispensation
Isolation
Exploitation
Mutilation
Mutations
Miscreation
Confirmation to the evils of the world

[Chorus]
They've been spending most their lives
Living in a future paradise
They've been spending most their lives
Living in a future paradise
They've been looking in their minds
For the day that sorrow's lost from time
They keep telling of the day
When the Savior of love will come to stay

[Bridge]
Tell me who of them will come to be?
How many of them are you and me?

[Verse 2]
Proclamation of race relations
Consolation
Integration
Verification of revelation
Acclamation
World Salvation
Vibrations
Simulation
Confirmation to the peace of the world

[Chorus]
They've been spending most their lives
Living in a pastime paradise
They've been spending most their lives
Living in a pastime paradise
They've been spending most their lives
Living in a future paradise
They've been spending most their lives
Living in a future paradise

[Chorus]
We've been spending too much of our lives
Living in a pastime paradise
Let's start living our lives
Living for the future paradise
Praise to our lives
Living for the future paradise
Shame to anyone's lives
Living in a pastime paradise",Stevie Wonder,Soul
22,Lately,"[Verse 1]
Lately, I have had the strangest feeling
With no vivid reason here to find
Yet the thought of losing you's been hanging
'Round my mind

Far more frequently you're wearing perfume
With you say no special place to go
But when I ask, ""Will you be coming back soon?""
You don't know, never know

[Chorus]
Well, I'm a man of many wishes
I hope my premonition misses
But what I really feel my eyes won't let me hide
‘Cause they always start to cry
‘Cause this time could mean goodbye

[Verse 2]
Lately I've been staring in the mirror
Very slowly picking me apart
Trying to tell myself I have no reason
With your heart

Just the other night while you were sleeping
I vaguely heard you whisper someone's name
But when I ask you of the thoughts you're keeping
You just say nothing's changed

[Chorus]
Well, I'm a man of many wishes
I hope my premonition misses
But what I really feel my eyes won't let me hide
‘Cause they always start to cry
‘Cause this time could mean goodbye, goodbye
Oh, I'm a man of many wishes
I hope my premonition misses
But what I really feel my eyes won't let me hide
‘Cause they always start to cry
‘Cause this time could mean goodbye",Stevie Wonder,Soul
23,Talkbox Medley (Close To You / Never Can Say Goodbye),"[Verse 1]
Why do birds suddenly appear?
Every time that you are near to me baby?
Just like me they long to be
Close to you

On the day that you were born
The angels got together
And decided to create a dream come true
So they sprinkled moon dust in your hair
And golden starlight in your eyes
So true
And that is why

Never can say goodbye
No, no, no, no
Never can say goodbye

Even though the pain and heartache
Seems to follow me wherever I go
There's a very strange vibration
Piercin' me right to the core
It says, ""Turn around you fool
You know, you love her more and more""

Tell me why is it so
I don't wanna let you go
I never can say goodbye, girl
Ooh, ooh, baby
I never can say goodbye
No no no, no no no, no no no

I never can say goodbye...",Stevie Wonder,Soul
24,Black Man,"[Verse 1]
First man to die
For the flag we now hold high [Crispus Attucks]
Was a black man
The ground were we stand
With the flag held in our hand
Was first the red man's
Guide of a ship
On the first Columbus trip [Pedro Alonzo Nino]
Was a brown man
The railroads for trains
Came on tracking that was laid
By the yellow man

[Chorus]
We pledge allegiance
All our lives
To the magic colors
Red, blue and white
But we all must be given
The liberty that we defend
For with justice not for all men
History will repeat again
It's time we learned
This world was made for all men

[Verse 2]
Heart surgery
Was first done successfully
By a black man [Dr Daniel Hale Williams]
Friendly man who died
But helped the pilgrims to survive [Squanto]
Was a red man
Farm workers rights
Were lifted to new heights [César Chávez]
By a brown man
Incandescent light
Was invented to give sight [Thomas Edison]
By the white man

[Chorus]
We pledge allegiance
All our lives
To the magic colors
Red, blue and white
But we all must be given
The liberty that we defend
For with justice not for all men
History will repeat again
It's time we learned
This world was made for all men

Hear me out

Now I know the birthday of a nation
Is a time when a country celebrates
But as your hand touches your heart
Remember we all played a part in America
To help that banner wave

[Verse 3]
First clock to be made
In America was created
By a black man [Benjamin Banneker]
Scout who used no chart
Helped lead Lewis and Clark
Was a red woman [Sacagawea]
Use of martial arts
In our country got its start
By a yellow man [Bruce Lee]
And the leader with a pen
Signed his name to free all men
Was a white man [Abraham Lincoln]

[Chorus]
We pledge allegiance
All our lives
To the magic colors
Red, blue and white
But we all must be given
The liberty that we defend
For with justice not for all men
History will repeat again
It's time we learned
This world was made for all men

[Verse 4]
This world was made for all men
This world was made for all men
This world was made for all men
God saved His world for all men
All people
All babies
All children
All colors
All races
This world's for you
And me
This world
My world
Your world
Everybody's world
This world
Their world
Our world
This world was made for all men

Hear me out...

[Verse 5]
Who was the first man to set foot on the North Pole?
Matthew Henson - a black man
Who was the first american to show the Pilgrims at Plymouth the secrets of survival in the new world?
Squanto - a red man
Who was the soldier of Company G who won high honors for his courage and heroism in World War 1?
Sing Kee - a yellow man
Who was the leader of united farm workers and helped farm workers maintain dignity and respect?
César Chávez - a brown man
Who was the founder of blood plasma and the director of the Red Cross blood bank?
Dr. Charles Drew - a black man
Who was the first American heroine who aided the Lewis and Clark expedition?
Sacajewa - a red woman
Who was the famous educator and semanticist who made outstanding contributions to education in America?
Hayakawa - a yellow man
Who invented the world's first stop light and the gas mask?
Garrett Morgan - a black man
Who was the American surgeon who was one of the founders of neurosurgery?
Harvey Williams Cushing - a white man
Who was the man who helped design the nation's capitol, made the first clock to give time in America and wrote the first almanac?
Benjamin Banneker - a black man
Who was the legendary hero who helped establish the League of Iroquois?
Hiawatha - a red man
Who was the leader of the first microbiotic center in America?
Micho Kushi - a yellow man
Who was the founder of the city of Chicago in 1772?
Jean Baptiste - a black man
Who was one of the organizers of the American Indian Movement?
Denis Banks - a red man
Who was the Jewish financier who raised funds to sponsor Cristopher Columbus' voyage to America?
Lewis D. Santangel - a white man
Who was the woman who led countless slaves to freedom on the underground rairoad?
Harriet Tubman - a black woman",Stevie Wonder,Soul
