Artist,Song,Genre,Language,Lyrics
fear factory,dielectric,Metal,en,Electrocution I will intensify For which division Your power I divide Disconnected All that time In this conflict 'Til the end of time 'Til the end of time Confluctuation This will be energy On my division Throughout eternity My dishonor All my powers too My distortion Always perfect through I will never pray Or suffer your hate Flowing through my veins Dielectric strength Dielectric strength It's too late to resist My free will must exist Or we'll be the avalanche Plaguing your world to collapse Or will be the avalanche Plaguing your world to collapse My dishonour All my powers too My distortion Always perfect through I will never pray or suffer your hate Flowing through my veins Dielectric strength I will never fade Will never fade I resist the pain Resist the pain Flowing through my veins Through my veins Dielectric strength Dielectric strength
dopetrackz,my bitch,Hip-Hop,en,"She the baddest b*tch in this b*tch (In this B*tch) She the thickest b*tch in this b*tch (In This B*tch) The only b*tch gettin tips in this b*tch (In this b*tch) By the end of the night, Ima make her my B*tch (My B*tch) Strip club musik get loose to it got the baddest b*tch in the club shakin' her booty to it real pro on the pole and she a fool with it goin up and down, upside down man, I want her recruit her on the winning team I wanna be her owner I think I'm Jerry West, dawg I can afford her Latest edition n.i.g.g.a she a keeper Damn she bad, with a phat azz, My B*tch!! She the baddest b*tch in this b*tch (In this B*tch) She the thickest b*tch in this b*tch (In This B*tch) The only b*tch gettin tips in this b*tch (In this b*tch) By the end of the night, Ima make her my B*tch (My B*tch) B*tch so bad Ima hit her on the iphone Got tattoos from her neck to her azz dawg B*tch so ratchet n.i.g.g.a.z give her all they cash dawg B*tch so ratchet everybody break her off dawg yeah i see you baby you got alot of azz I see a lot of moochie with you conceited azz Lank say you bad then you know it boo you can have it baby I'm a flashy dude"
aqueduct,five star day,Indie,en,"I don't believe in astrology but
You can read me my horoscope
I like to hear your voice
It doesn't mean that much to me
You see, surely you have to know
How much you mean to me

Fearing my destiny it seems
I've shipwrecked myself
Before I ever left to sea
Hoping you'll rescue me from my
Fill in the blank philosophy
Whatever that may be
Used to be magical until
She ran away and took with her
My five star day

I've been walking with a swag in my step
Have a feeling that I just can't forget
Feel like maybe I should pack up and go
The only question now is where I don't know
Fell in love with the institution
Lost respect for the whole industry
They will always leave you
Down on your knees
Only place I know that
I never want to be

Used to be magical
She rand away and took with her my five star day
Played like a sad guitar's refrain
Beautiful melodies are orchestrated by my pain
Used to be magical until
She ran away and took with her my five star day

I've been walking with a swag in my step
Have a feeling that I just can't forget
Feel maybe I should pack up and go
The only question now is where I don't know
Fell in love with the institution
Lost respect for the whole industry
They will always leave you down on your knees
Only place I know that I never want to be"
bo diddley,dearest darling,R&B,en,"Dearest darling Dearest darling Dearest darling Don't you know The lord above Created you Just for me to love Picked you out From all the rest Because he knew I loved you best Dearest darling Dearest darling Dearest darling, take my hand, take my hand I once had a heart So trill and true But now it's gone From me to you Take care of it Like I have done For you have two hearts And I have none Dearest darling Dearest darling Dearest, yeah yeah, dearest, yeah yeah Dearest, yeah yeah, dearest, yeah yeah Darling, yeah yeah, darling, yeah yeah If I get to heaven Before you do I'll try to make a hole And pull you through Woah, dearest, dearest, dearest If I go to heaven And you not there I'm gonna write your name On the heavenly stair If you aren't there By turn of day Then I know baby You know the way Woah, dearest, dearest, dearest Oh sweet baby, oh sweet baby, oh, oh, oh"
ruben studdard,fix it jesus,R&B,en,"On my way home
Oh on my way home
On my way home
Oh on my way home
I'm on my way home
Oh oh oh on my way home
Fix it Jesus fix it like you said you would

I have to cry sometimes
Oh on my way home
I have to cry sometimes
Oh on my way home
Sometimes singin wit tears all in my eyes
Oh oh oh on my way home
But I'm countin on you please lord
Fix it like you said you would

Friends get few sometimes
Oh on my way home
Friends get few some times
Oh on my way home
Do I have a witness that friends get few sometimes
Oh oh oh on my way home
Oh some body
Fix it Jesus fix it like you said you would
Lord hey
Come on y'all sang it

Fix it Jesus
Fix it Jesus
Fix it Jesus
Fix it Jesus
Fix it Jesus
Fix it Jesus

Like you I know you can
Fix it Jesus
Like I know you will
Can I ask y'all a question?
Fix it Jesus
Can I ask y'all a question?
Fix it Jesus
Does anybody need fixing?
Fix it Jesus
Does anybody need fixing?
Fix it Jesus
Does anybody need fixing?

Fix it Jesus
Did he fix it for you?
Fix it Jesus
Like he fixed 4 me
Fix it Jesus
Somebody needs fixing
Fix it Jesus
Somebody needs fixing
Fix it Jesus
Somebody laying there
Fix it Jesus
Can't sleep at all
Fix it Jesus
Somebody in the hospital
Fix it Jesus
Need you right now

Fix it Jesus
Oh Jesus
Fix it Jesus
Oh Jesus
Fix it Jesus
Oh Jesus
Fix it Jesus
Somebody here needs you
Fix it Jesus
To make it alright
Come on lord
Some one suffering
Fix it Jesus

High blood pressure
Fix it Jesus
Sugar diabetes
Fix it Jesus
One touch from you lord
Fix it Jesus
Lord I know you can
Fix it Jesus
Momma can't fix it
Fix it Jesus
Brother can't fix it
Fix it Jesus
Sista can't fix it
Fix it Jesus
Daddy can't fix it
Fix it Jesus
I need you to fix it
Fix it Jesus
I need you to fix it
Fix it Jesus
I need you to fix it
Fix fix fix it"
brazilian girls,problem,Electronic,en,"Better start crying over my dead body 
Life without a ride just don't feel the same
Come up short 
You're on the streets of NYC
They hung my friend smiling just an hour ago

I've got a problem
What you do last night
I've got a problem
You've got everything

It's all in your head
You're gonna be dead

Miniature dog mother mary shrine
You're up in the air
Yeah you gonna be fine
Who's behind the wheel 
I don't know

Back of the truck just go go go

I've got a problem ecc"
city and colour,against the grain,Indie,en,You need not to climb mountaintops You need not to cross the sea You need not to find a cure For everything that makes you weak You need not to reach for the stars When life becomes so dark And when the wind Does blow against the grain You must follow your heart You must follow your heart When all your friends have come and gone And the sun no longer shines And the happiness for which you long Is washed away like an ocean's tide When all the hard times Outweigh the good And all your words are misunderstood When the day seems lost from the stars You must follow your heart You must follow your heart If you feel you've paid the price And your wounds should cease to heal And everything you love in life Spins like a winding wheel If you should wake to find you're abandoned And the road you've traveled Leads to a dead end When death creeps in to play it's part You must follow your heart You must follow your heart
etta james,842 3089 call my name,R&B,en,"Call me, if you need me. Just call me, baby. All right. Call me, if you're faintin',baby. Just call me, aaah. Call me peaches, call me plum, baby. Call 842-3089 Cause I'm not yours till the end of time, baby. Yes, I am. I'm yours,baby. Body'n Soul. Hey, I'm yours. Now listen to me.All you gotta do is call me, baby. Call me honey and I'm yours, aaaah. 842-3089 In the midnight hour all you gotta do all you gotta do is moan now. In the early mornin' all you gotta do is let me hear you groan. I'll be there. Back to take your call now, 'cause your love is much better than the mall. 842-3089 Ouh, Ouh, Ouh, Ouh, just call me, call me, baby. I'm yours, baby. Just call when you're all alone at home now. Hey, yeah.Let me tell ya now. I'm yours, baby. All you gotta do is reach out and grab the telephone. Call me honey, call me sugar. Hey baby, you know what I do. I come. 842-3089. Ouh Ouh, Ouh, Ouh, Ouh, Ouh, Ouh. Call me, baby. Come on. Call me sugar. Call me. (Call me, Call me, Call me, Call me, Call me) Hey, I come. All right. I come. All you you gotta do is pick up the telephone, baby. 842-3089 (Call me, Call me, Call me, Call me, Call me) Dontcha forget. Oh, call me, baby. Call me peaches, ouh. (Call me, Call me, Call me, Call me, Call me)"
john michael montgomery,'til nothing comes between us,Rock,en,"Close your eyes, can you see me
Rollin' down the Rocky Mountains?
Movin' like the wind that sweeps the Kansas plains
I know you're with me as I make my way through Oklahoma
Pass the barns and weather vanes
There are motels, cafes, fields and billboard signs
A thousand miles of highway between your heart and mine

There will finally come a moment
When one man and one woman
Get everything that they've been waiting for
I'll take you in my arms again
Feel your skin against my skin
Let the sheet fall slowly to the floor
'Til nothing comes between us anymore

In my soul I can feel you
As I cross the Mississippi
You're the river flowin' in me
Comin' home, I count each heartbeat
Till the moment we're together
And the distance can't be measured
That's all that keeps me goin' when I'm gone

There will finally come a moment
When one man and one woman
Get everything that they've been waiting for
I'll take you in my arms again
Feel your skin against my skin
Let the sheet fall slowly to the floor
'Til nothing comes between us anymore
Anymore

There will finally come a moment
When one man and one woman
Get everything that they've been waiting for
I'll take you in my arms again
Feel your skin against my skin
Let the sheet fall slowly to the floor
'Til nothing comes between us anymore

There will finally come a moment
When one man and one woman
Get everything, everything, everything they've been waiting for
I'll take you in my arms again
Feel your skin against my skin
Let the sheet fall slowly to the floor
'Til nothing comes between us anymore

There will finally come a moment
When one man and one woman
Get everything that they've been waiting for
I'll take you in my arms again
Feel your skin against my skin

"
chamillionaire,somebody gonna get hurt,Hip-Hop,en,"I get that paper, I do it major I'm stayin' sucker free and I'm shakin' haters I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody Is somebody gonna get hurt up in here? Probably My money get jealous, I keep the dough in check The checks bounce, give me cash and give me mo' interest Rick Rock, now I get the dough goin' west 20 thou' on the ground, what'chu wanna bet? If I lose I roll another bet to even up Keep lookin' for the dough like I ain't seen enough Fully equipped the whip, that would be a plus Hop off the you know what and I'ma leave it up Tell us what you leavin' up? The dough on the Lambo' Don't try to be a Rambo or be an example Passport paper, ain't a place that I can't go Haters gettin' sick 'bout to Earl like Kimbo Go ahead man, smack yourself silly Rubber bands never fit when I package my scrilly Overseas but I'm still the man back in my city Ugh, put the cream on the acne like Diddy Show you how to make 'em put the paper in your face Let the yellow bones know that it's time to skate Pillsbury dough sho' make a lot of cake Time to show all of these suckas how to paper chase The blueprint for the paper, just rewind it back Yeah our money, cash cars, I be rhymin' that Stay ballin' on the base like a diamondback While you in the crowd gettin' mad because the concert packed I get that paper, I do it major I'm stayin' sucker free and I'm shakin' haters I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody Is somebody gonna get hurt up in here? Probably Two chicks talkin' to me on the 3-way Breeze blowin' in the hair of my breezy Woodgrain I'ma grab when you see me Oakland in my hand like it's eBay Both chicks beggin' me to come to see A No time like I ran out of prepaid If you don't go and give this hotness to the DJ You'll need a doctor and it ain't gonna be Dre Fans tryin' to figure out and try to find who The last verse of the last hearse applied to I could tell you a lie and tell you it's not you But like B on the Scantron, not true 'Cause y'all boys is costumes I brush 'em off like the canvas in an art room Bring it on boy, my victory's your doom Your plan was to 'Samity Sam me but it's gone boom I get that paper, I do it major I'm stayin' sucker free and I'm shakin' haters I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody Is somebody gonna get hurt up in here? Probably Some people hate to see you spendin' the new bucks You better not show your animosity to us Hit gon' have the three K's like Klu Klux So bring 'em to the barber that'll give 'em a crew cut That mean minus a couple Need to be findin' your mind instead of findin' some trouble 'Cause it's obvious you lost when we up out of the huddle Ready to blitz, yup I seen you in outer space like a shuttle One mil', two mil', three, fo' mil' Stayin' hungry like I missed the past fo' meals Half a mil' still tell a man no deal Ridin' with the type of bananas you don't peel Yeah, the type of weapon that don't jam Like most of these rappers in this game that don't man Plus the homie ridin' with me is no fan Don't bring the drama wit'chu if you ain't bringin' no plan I get that paper, I do it major I'm stayin' sucker free and I'm shakin' haters I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody, say what? I ain't really tryin' to hurt nobody Is somebody gonna get hurt up in here? Probably"
anthrax,in a zone,Metal,en,"I'm standing on a ledge cold and naked
Will someone come and offer me their help
Sometimes I forget my medication
Sometimes I forget to pray
I'll make it through this fuckin' day

I'm unconscious, drunk and blinded
Count to ten and then I unwind it
I'm unconscious, drunk and blinded
Take a deep breath and then I unwind it

I'm wearing out my skin I'm under pressure
Pressure makes me burn it makes me ache
Sometimes I want to burn the things that make me
Sometimes I stop myself too late
It's written all cross my face

I'm unconscious, drunk and blinded
Count to ten and then I unwind it
I'm unconscious, drunk and blinded
Take a deep breath and then I unwind it

Wired, wired
I'm in a zone, I'm in a zone, I'm in a zone
This is how I live

I never have to justify my actions
Scathing rhetoric my saving grace
Sometimes I really think that it's too noisy
Sometimes I have to hit myself
Words can kill as well as help

I'm unconscious, drunk and blinded
Count to ten and then I unwind it
I'm unconscious, drunk and blinded
Take a deep breath and then I unwind it

Wired, wired
I'm in a zone, I'm in a zone, I'm in a zone
This is how I live

You can't touch me, ever
Fear burns at my touch

Standing on a ledge will you come and help
Will you burn yourself, would you help me then
Fear burns at my touch, in its wake
An ugly jagged scar across your face
I'm unconscious, I'm unconscious, I'm unconscious, I'm
Unconscious
Count to ten, I'm unconscious
Take a deep breath and then I unwind it

Wired, wired
I'm in a zone, I'm in a zone, I'm in a zone, this is how I 
How I live, how I live, how I live, how I live
I'm in a zone, I'm in a zone, I'm in a zone, this is how I live"
roger miller,lou's got the flu,Folk,en,"Some people bad and some people good,
Too bad the bad can't be like the good,
But everything changes a little and it should,
Good ain't forever and bad ain't for good

And Lou's got the flu and he's laid up, laid up, laid up,
Lou's got the flu and he's laid up,
Have to get well pretty soon though

I got sugar in my candy and sugar in my soup
I'm getting fat from the candy and sick from the soup
True love is sweet but if it's mishandled
A bitter wind blows and out goes your candle

And Lou's got the flu and he's laid up, laid up, laid up,
Lou's got the flu and he's laid up,
Have to get well pretty soon though

Now not enough water puts thirst in a man
And just enough water puts joy in his land
But too much water will overflow
And tear the man's land up, so there you go

And Lou's got the flu and he's laid up, laid up, laid up,
Lou's got the flu and he's laid up,
Have to get well pretty soon though"
donny osmond,how long,Pop,en,"How long has this been goin' on?
How long has this been goin' on?

Well, if friends with their fancy persuasions
Don't admit that it's part of a scheme
Then I can't help but have my suspicions
I'm not as dumb as I seem

Just said you never intended
To break up our singing this way
But there ain't no use in pretendin'
It could happen to us any day

How long has this been goin' on?
How long has this been goin' on?

Oh, your friends with their fancy persuasions
Don't admit that it's part of a scheme
Then I can't help but have my suspicions
No, I'm not as dumb as I seem

You said you never intended
To break up our singing this way
But there ain't any use in pretendin'
It could happen to us any day, oh, tell me

How long has this been going on?
How long has this been going on?
How long has this been going on?"
shelby lynne,white christmas,Folk,en,"I'm dreaming of a white Christmas 
Just like the ones I used to know 
Where the treetops glisten, 
And children listen 
To hear sleigh bells in the snow 

I'm dreaming of a white Christmas 
With every Christmas card I write 
May your days be merry and bright 
And may all your Christmases be white 

I'm dreaming of a white Christmas 
With every Christmas card I write 
May your days be merry and bright 
And may all your Christmases be white"
gladys knight and the pips,jingle bells,R&B,en,"Dashing through the snow In a one horse open sleigh O'er the fields we go Laughing all the way Bells on bob tails ring Making spirits bright What fun it is to laugh and sing A sleighing song tonight Oh, jingle bells, jingle bells Jingle all the way Oh, what fun it is to ride In a one horse open sleigh Jingle bells, jingle bells Jingle all the way Oh, what fun it is to ride In a one horse open sleigh A day or two ago I thought I'd take a ride jimmy shang and kenya? Was seated by my side The horse was lean and lank Misfortune seemed his lot We got into a drifted bank And we all fell in the snow what a way to go Oh, jingle bells, jingle bells Jingle all the way Oh, what fun it is to ride In a one horse open sleigh Jingle bells, jingle bells Jingle all the way Oh, what fun it is to ride In a one horse open sleigh yeah"
patrick watson,big bird in a small cage,Folk,en,"there was a house halfway round the world
and i was invited in for a small taste of gin
there was a hallway a thousand birds long
but the biggest one of all was in a cage too small
i asked the caretaker 'cuz he was their maker
he looked at me and laughed took another sip from his glass
he said 'open up your ears and hearts
you put a big bird in a small cage and he'll sing you a song'
that we all love to sing along
to the sound of the bird that mourns
well we rolled into town and the sweet new orleans
to the apple barrel bar it was a hole in the wall
the ceiling weren't tall and the floors filled with grime
but the sound that you would make would just warm their hearts
well it was quarter to 12 and the boys walked in
they got their black suits on and the songs would begin
you open up your ears and hearts
you put a big bird in a small cage and it'll sing you a song
that we all love to sing along
to the sound of the bird that mourns
you put a big bird in a small cage and it will sing you a song"
dolly parton,when you tell me that you love me,Country,en,I want to feel this way Longer than time I want to know your dreams And make them mine I want to change the world Only for you All the impossible I want to do I want to hold you close under the rain I want to kiss your smile And feel your pain I know what's beautiful Looking at you Here in a world of lies You are the true [Chorus:] And baby Everytime you touch me I become a hero I'll make you safe no matter where you are And bring you Anything you ask for Nothing is above me I'm shining like a candle in the dark When you tell me that you love me I want to make you see Just what i was Show you the loneliness And what it does You walked into my life To stop my tears Everything's easy now I have you here [Repeat chorus] In a world without you I would always hunger All i need is your love to make me stronger [Repeat chorus]
brooke miller,hold on to it,Folk,en,"Yesterday the circus left town in a suitcase Rimmed with little key chain hearts And they tore those giant tents down Lions in the pouring rain And the birds in the pouring rain Ohm but my heart belongs to the bearded woman Who had a glory bound lonely gaze She used to fit her head Inside an elephant's mouth With some kind of solitude grace When you find it, oh you better use it up You better hold on to it Like it's an answer to your prayers Spring is coming early this year, you can tell 'Cause everybody's got their old jobs back No one stays too long around here They left circles in the wide back fields And the farmers tried to cover up the scars You can still run your hands over soft black earth And wonder where they are Oh but my son left for the fields today He's a fourth generation Works good with his hands Got his mother's cheeks and a big brass heart And boy he loves to work that land Out on the streets in my new city You can see where shadows Make prints on the pavement They know when the Salvation Army truck Comes around Lions in the pouring rain And they're birds in the pouring rain They hold their cups Out by the side of the circus tent doors Between the bank and the HMV But you never hear The rattle on a rich man's coat Who's got it locked up with a key"
atmosphere,good daddy,Hip-Hop,en,"[Verse:] He gave his baby boy a bath Tub full of bubbles and toys for him to splash Look at daddy, soapsuds mustache Funny faces and voices, it makes the baby belly laugh Dry him off, now you squeaky clean And watch the water spiral down that drain Wrap him in a towel so he doesn't get the shivers Brush his hair, it seems to help it dry it quicker Laid him on mommy and daddy's bed now that he's dry And put a diaper on him, gave him his pacifier Superman pajamas, so tough Innocent face full of unconditional love Daddy picked him and rocked him slow Never takes long for little guy's eyes to close Dad's technique is different than your mother's Never learned any lullabies, he sings Stevie Wonder's There it is, steady breathing, sleep rhythm Daddy sits and holds him just to listen for a minute Daddy's hands are the meaning of security And baby's hands are the evidence of purity Thinking back to the day baby came And how it changed the whole game, things ain't the same Daddy had to stop running it crazy Keep his ass in the home with the son and his lady He was there for the birth and the first breath Not gonna miss the first words or the first steps Gonna keep the boy healthy and safe And do his best to try to keep those tears off his face Gave him a kiss, laid him in his crib Turned out the lights, goodnight my little prince That's how good daddy takes care of him And then that good daddy goes downstairs to package heroine"
the epoxies,science of you,R&B,en,"Got my tv on Got my radio playing Got facts and figures They don't help at all. One thing I don't understand And that's you. That's you. Got charts and graphs Got studies and surveys Got research (research) But I dunno What do I do to get through to you To you All my science proven useless I can't learn the formula for you. Oh no Got a cute dress on Got my radio playing Got lipstick, perfume They don't help at all One thing I don't understand And that's you That's you Got tits and ass Got bras and panties Got make up (make up) But I dunno What do I do to get through to you To you All my efforts proven useless I can't learn anything about you About you Oh you Oh you Oh you You You You"
m83,too late,Pop,en,"I look into your eyes
Diving into the ocean
I look into your eyes
Falling!
Like a wall of stars
We are ripe to fall
And if you are a ghost
I'll call your name again
And if you are a ghost
I'll call your name...
You, always"
eminem,love the way you lie,Hip-Hop,en,"Just gonna stand there and watch me burn But that's alright, because I like the way it hurts Just gonna stand there and hear me cry But that's alright, because I love the way you lie I love the way you lie I can't tell you what it really is I can only tell you what it feels like And right now there's a steel knife, in my windpipe I can't breathe, but I still fight, while I can fight As long as the wrong feels right, it's like I'm in flight High off of love drunk from my hate It's like I'm huffing paint and I love it the more that I suffer I suffocate and right before I'm about to drown She resuscitates me, she fucking hates me, And I love it, wait Where you going, I'm leaving you No you ain't, come back We're running right back, here we go again It's so insane 'cause when it's going good, it's going great I'm Superman, with the wind at his back, she's Lois Lane But when it's bad, it's awful I feel so ashamed, I snapped, who's that dude I don't even know his name, I laid hands on her I'll never stoop so low again, I guess I don't know my own strength Just gonna stand there and watch me burn But that's alright, because I like the way it hurts Just gonna stand there and hear me cry But that's alright, because I love the way you lie I love the way you lie I love the way you lie You ever love somebody so much You can barely breathe, when you're with them, you meet And neither one of you, even know what hit 'em, Got that warm fuzzy feeling, yeah them chills, used to get 'em Now you're getting fucking sick, of looking at 'em You swore you've never hit 'em, never do nothing to hurt 'em, Now you're in each others face, Spewing venom, and these words, when you spit 'em You push, pull each other's hair, scratch, claw, bit 'em, Throw 'em down, pin 'em, so lost in the moments, when you're in 'em It's the rage that's the culprit, it controls you both So they say it's best, to go your separate ways, Guess that they don't know ya 'cause today, that was yesterday Yesterday is over, it's a different day Sound like broken records, playin' over, but you promised her Next time you'll show restraint You don't get another chance, Life is no Nintendo game, but you lied again Now you get to watch her leave, Out the window, guess that's why they call it window pane Just gonna stand there and watch me burn But that's alright, because I like the way it hurts Just gonna stand there and hear me cry But that's alright, because I love the way you lie I love the way you lie I love the way you lie Now I know we said things, did things That we didn't mean and we fall back into the same patterns Same routine, but your temper's just as bad, as mine is You're the same as me, but when it comes to love, you're just as blinded Baby please come back, it wasn't you, Baby it was me, maybe our relationship isn't as crazy as it seems Maybe that's what happens When a tornado meets a volcano All I know is I love you too much, to walk away now Come inside, pick up your bags off the sidewalk Don't you hear sincerity, in my voice when I talk, Told you this is my fault, look me in the eyeball Next time I'm pissed, I'll aim my fist at the dry wall Next time, there will be no next time I apologize even though I know it's lies I'm tired of the games, I just want her back, I know I'm a liar If she ever tries to fucking leave again I'm a tie her to the bed and set this house on fire Just gonna stand there and watch me burn But that's alright, because I like the way it hurts Just gonna stand there and hear me cry But that's alright, because I love the way you lie I love the way you lie I love the way you lie"
crduan xshadows,return coming home dj ian fford 555 remix,Electronic,en,I've seen the terrible hand of struggle and felt the pain the hubris brings I have tasted the wisdom of divinity and the horror of its sting And though they tell you i am lost and their words report my death is come the fates have left me breathing still very much alive And though my mind is cut by battles fought so long ago I return victorious I am coming home And if the paths that I have followed have tread against the flow there is no need for sorrow I am coming home For the distance I have traveled upon an ocean of despair have led me back into your arms once more an answer to a little prayer And though they tell you i am lost and their words report my death is come the fates have left me breathing still very much alive And though my mind is cut by battles fought so long ago I return victorious I am coming home And if the paths that I have followed have tread against the flow there is no need for sorrow I am coming home
francis and the lights,friends,Electronic,en,Come on my friend And leave your caution to the wind I know we use to keep that feeling out of sight It's getting stronger I feel it burning in my mind Slowly teasing me it's growing deep inside Come on and lay your tender lips down on my skin Show me how sweet and easy it can be... Let us stick together And make it happen... I won't think it over again I'll take you to the top Tell of your hidden thoughts Come on let me move you again I'll do the best I can Make me tremble with your breath Come on my friend And leave your caution way behind I want to love your body till the morning light Watch me my friend I feel you reachin' in my mind Though I know we'll be in love just for one night I keep on trying to change my point of view again But everything seems to be the same I want you where you are now I don't want to lose you
far east movement,boomshake,Hip-Hop,en,"heyy Boom, shake I make ya feel it boom, heyyy shake Deejay right there Light it on fire hotter than heaven in the place to be California aint the west without the real far east my name is kevin representin' everything that's free shaking the planet single handed with the m-i-c so can you hear me, hear me, hear me hear me, hear me now If i whisper in your ear then can you hear me when I shout arrest me cuz I like to play my music really loud my people sick of hearing you and now it's time to turn you down my rep is revolutionary can you hear me when im scary quiet only in a library next to halle berry Primarily you couldn't hear me if i was your earring put your hands up to the ceillng put your hands up if you breathin Feel Me, Fresh air, Everybody Need Me DJ Right there Scratch it till ya bleeding Music for the movement Suddenly Everybody's Feelin I'm a party people show me if you breathin hands up Let me break it down for ya, get a little loud for ya stop shake make the earth quake (x2) Boom...(I know you hear it) Shake... I make you feel it(x2) Light-Light-Light it on fire I'm Proh-Gress represent the 6th letter and the 13th you can add that togetha Come in with the whackness no not eva! Light it on fire! (here comes the hot steppa) Tippy Tippy Tap girl Shake ya moneymaker Show your chest plate like you a gladiator Sway to the beat make moves like a major... Put yo hands up I'm the Crowd Motivator Come in with the flavor smooth like gelato You should go later I'm a heart I can Follow We can face off do it Mano Y Mano I ain't gonna lose it's not in my Motto Move in to the east cuz we gotta fill a void Spend a year in the windy so I got that Ill-I-Noise Never shy on the Mic I paid my dutes and now it's time to bring hood back like Deja Vu Cmon Let me break it down for ya, get a little loud for ya stop shake make the earth quake (x2) Boom...(I know you hear it) Shake... I make you feel it(x2) Light-Light-Light it on fire Extra Extra, Read all about it, The Movement on the loose say we Boomshake the loudest You don't wanna miss nothin keep yo I glued Like a High speed chase on the five o'clock news Got that Barry Bonds flow while we stay big headed Giants on the Mic and my styles infinite We gonna leave for a minute Got a lifetime lease leave a stain on your brain like some fast-food grease Beneficial to your health with a bowl of fixed greens have a feast help yourself to the Ultra Sick Teens On the quest for good music for your body and soul We Done turn that Rewind not a story untold Don't be countin all them calories and shove it down yo throat Cuz we promise satisfaction no we give it back you don't You can try other menus, trust they don't cut it This is CMG the cast is star studded. Let me break it down for ya, get a little loud for ya stop shake make the earth quake (x2) Boom...(I know you hear it) Shake... I make you feel it(x2) Light-Light-Light it on fire"
flyleaf,red sam,Rock,en,"Here I stand
Empty hands
Wishing my wrists were bleeding
To stop the pain from the beatings
There you stood
Holding me
Waiting for me to notice you
But who are you
You are the truth (you are the truth)
Outscreaming these lies
You are the truth (you are the truth)
Saving my life
The warmth of your embrace
Melts my frostbitten spirit
You speak the truth and I hear it
The words are I love you
And I have to believe in you
But who are you
You are the truth (you are the truth)
Outscreaming these lies
You are the truth (you are the truth)
Saving my life
My hands are open
And you are filling them
Hands in the air
In the air, in the air, in the air
And I worship
And I worship
And I worship"
ferlin husky,pickin up the pieces,Country,en,Pickin' up the pieces of my heart Love to you is nothing but a fashion that stays in style util you change your mind And when you think it's time to try a new love You go and leave my broken heart behind You've got me pickin' up the pieces I've been pickin' up the pieces I'm just pickin' up the pieces of my broken heart You've got me pickin' up the pieces I've been pickin' up the pieces I'm just pickin' up the pieces of my heart [ piano ] Every time you leave me I start crying counting every minute we're apart If you could only have consideration then I wouldn't have this broken heart You've got me pickin' up...
"harry connick, jr.",please come home for christmas,Jazz,en,"Bells will be ringing
The sad, sad news
Oh, what a Christmas
To have the blues
My baby's gone
I have no friends
To wish me greetings
Once again

Choirs will be singing
Oh, silent night
Christmas carols
By candlelight
Please come home
For Christmas
Please come home
For Christmas
If not for Christmas
Then by New Year's night

Friends and relations
Send salutations
Sure as the stars
Shine above
For this is Christmas
It's Christmas my dear
It's the time of year
To be with the one
You love

So won't you tell me
You'll never more roam
Christmas and New Years
Will find you home
There'll be
No more sorrow
No grief and pain
And I'll be happy
Once again

Friends and relations
Send salutations
Oh as sure, as sure as the stars
Shine above
For this is Christmas
It's Christmas my dear
It's the time of year
To spend with the one you love

Oh won't you tell me
You'll never roam
Christmas and New Years
Will find you home
There'll be
No more sorrow
No grief and pain
And I'll be happy
Happy once again

Well, well, mmh, well, well, alright"
bjrthrk,in the musicals,Electronic,en,Why do I love it so much? What kind of magic is this? How come I can't help adore it? It's just another musical No one minds it at all If I'm having a ball This is a musical And there's always someone To catch me There's always someone to catch me There's always someone to catch me There's always someone to catch me When you fall Why do I love you so much? What kind of magic is this? How come I can't help adore you? You were in a musical. I don't mind it at all If I'm having a ball This is a musical! And you were always there To catch me You were always there to catch me You were always there to catch me You were always there to catch me When I fall I don't mind it at all If you're having a ball This is a musical! And I will always be there to catch you I'll always be there to catch you I'll always be there to catch you I'll always be there to catch you I'll always be there to catch you You were always there to catch me And there's always someone To catch me You will always be there to catch me You were always there to catch me When I'd fall
3 o matic,success,Electronic,en,"I want your soul under my control I'll make you move and back for more I look what's next. The devil in your soul for the power, gold and sex .................... when you see me near I'll make you move to the devil's groove The key of life without a mess. Success All I want is success what I give my soul All I need is the power to take it all All I want is success what I give my soul All I need is the power to take it all Success is the rhythm of the human nation Success is the beat to make your dreams come true Success is the rhythm and the good vibration Tell me devil what I have to do. Success Success. American Express I'll make you move to the devil's groove You feel the heat between the sheets ......................... when you see me near I want your soul is the power of gold You grab and hold cause I own your soul I'll make you move to the devil's groove To make big money without a stress. Success All I want is success what I give my soul... Stars, money, cash and cars Women, ............., movie stars You sold your soul for a piece of gold I've got control. Success"
